	epoch	train_loss	train_acc	test_loss	test_acc	width	nonlin	criterion
0	1	2.3026	0.1512	2.3026	0.1529	64	relu	xent
1	2	2.3026	0.1530	2.3026	0.1540	64	relu	xent
2	3	2.3026	0.1524	2.3026	0.1539	64	relu	xent
3	4	2.3026	0.1535	2.3026	0.1536	64	relu	xent
4	5	2.3026	0.1531	2.3026	0.1536	64	relu	xent
5	6	2.3026	0.1534	2.3026	0.1533	64	relu	xent
6	7	2.3026	0.1528	2.3026	0.1530	64	relu	xent
7	8	2.3026	0.1531	2.3026	0.1533	64	relu	xent
8	9	2.3026	0.1531	2.3026	0.1528	64	relu	xent
9	10	2.3026	0.1536	2.3026	0.1533	64	relu	xent
10	11	2.3026	0.1520	2.3026	0.1528	64	relu	xent
11	12	2.3026	0.1526	2.3026	0.1530	64	relu	xent
12	13	2.3026	0.1526	2.3026	0.1528	64	relu	xent
13	14	2.3026	0.1528	2.3026	0.1530	64	relu	xent
14	15	2.3026	0.1525	2.3026	0.1537	64	relu	xent
15	16	2.3026	0.1523	2.3026	0.1543	64	relu	xent
16	17	2.3026	0.1538	2.3026	0.1549	64	relu	xent
17	18	2.3026	0.1531	2.3026	0.1545	64	relu	xent
18	19	2.3026	0.1529	2.3026	0.1547	64	relu	xent
19	20	2.3026	0.1533	2.3026	0.1544	64	relu	xent
20	1	2.3026	0.1660	2.3026	0.1699	128	relu	xent
21	2	2.3026	0.1662	2.3026	0.1708	128	relu	xent
22	3	2.3026	0.1656	2.3026	0.1719	128	relu	xent
23	4	2.3026	0.1647	2.3026	0.1696	128	relu	xent
24	5	2.3026	0.1647	2.3026	0.1696	128	relu	xent
25	6	2.3026	0.1670	2.3026	0.1698	128	relu	xent
26	7	2.3026	0.1663	2.3026	0.1698	128	relu	xent
27	8	2.3026	0.1672	2.3026	0.1699	128	relu	xent
28	9	2.3026	0.1652	2.3026	0.1693	128	relu	xent
29	10	2.3026	0.1648	2.3026	0.1697	128	relu	xent
30	11	2.3026	0.1651	2.3026	0.1696	128	relu	xent
31	12	2.3026	0.1655	2.3026	0.1698	128	relu	xent
32	13	2.3026	0.1641	2.3026	0.1692	128	relu	xent
33	14	2.3026	0.1649	2.3026	0.1692	128	relu	xent
34	15	2.3026	0.1652	2.3026	0.1691	128	relu	xent
35	16	2.3026	0.1651	2.3026	0.1695	128	relu	xent
