	epoch	train_loss	train_acc	test_loss	test_acc	width	nonlin	criterion
0	1	2.3026	0.1513	2.3026	0.1526	64	relu	xent
1	2	2.3026	0.1532	2.3026	0.1572	64	relu	xent
2	3	2.3026	0.1568	2.3026	0.1640	64	relu	xent
3	4	2.3026	0.1652	2.3025	0.1681	64	relu	xent
4	5	2.3025	0.1620	2.3025	0.1625	64	relu	xent
5	6	2.3023	0.1607	2.3022	0.1670	64	relu	xent
6	7	2.3015	0.1542	2.3003	0.1432	64	relu	xent
7	8	2.2940	0.1440	2.2774	0.1443	64	relu	xent
8	9	2.1816	0.1549	2.1231	0.1597	64	relu	xent
9	10	2.1103	0.1559	2.0939	0.1609	64	relu	xent
10	11	2.0810	0.1638	2.0707	0.1658	64	relu	xent
11	12	2.0463	0.1656	2.0349	0.1652	64	relu	xent
12	13	2.0234	0.1801	2.0097	0.2208	64	relu	xent
13	14	1.9868	0.2216	1.9856	0.2267	64	relu	xent
14	15	1.9341	0.2415	1.9400	0.2541	64	relu	xent
15	16	1.8526	0.2783	1.8649	0.2712	64	relu	xent
16	17	1.8199	0.2875	1.8706	0.2766	64	relu	xent
17	18	1.7821	0.3230	1.7675	0.3311	64	relu	xent
18	19	1.7289	0.3480	1.7197	0.3628	64	relu	xent
19	20	1.6829	0.3682	1.7182	0.3606	64	relu	xent
20	1	2.3026	0.1652	2.3026	0.1666	128	relu	xent
21	2	2.3026	0.1607	2.3026	0.1603	128	relu	xent
22	3	2.3026	0.1555	2.3026	0.1558	128	relu	xent
23	4	2.3026	0.1497	2.3026	0.1519	128	relu	xent
24	5	2.3026	0.1494	2.3026	0.1529	128	relu	xent
25	6	2.3026	0.1451	2.3025	0.1497	128	relu	xent
26	7	2.3025	0.1477	2.3024	0.1541	128	relu	xent
27	8	2.3021	0.1536	2.3017	0.1518	128	relu	xent
28	9	2.2996	0.1427	2.2950	0.1435	128	relu	xent
29	10	2.2588	0.1447	2.1690	0.1546	128	relu	xent
30	11	2.1288	0.1511	2.1020	0.1487	128	relu	xent
31	12	2.0922	0.1485	2.0774	0.1528	128	relu	xent
32	13	2.0672	0.1485	2.0600	0.1455	128	relu	xent
33	14	2.0482	0.1481	2.0545	0.1437	128	relu	xent
34	15	2.0333	0.1486	2.0341	0.1512	128	relu	xent
35	16	2.0566	0.1499	2.1197	0.1497	128	relu	xent
36	17	2.0979	0.1620	2.1168	0.1725	128	relu	xent
37	18	2.0804	0.1801	2.0800	0.1884	128	relu	xent
38	19	2.0476	0.1926	2.0712	0.1918	128	relu	xent
39	20	2.0262	0.2058	2.0299	0.2140	128	relu	xent
40	1	2.3026	0.1468	2.3026	0.1534	256	relu	xent
41	2	2.3026	0.1578	2.3026	0.1660	256	relu	xent
42	3	2.3026	0.1703	2.3026	0.1682	256	relu	xent
43	4	2.3026	0.1653	2.3026	0.1655	256	relu	xent
44	5	2.3026	0.1621	2.3026	0.1667	256	relu	xent
45	6	2.3026	0.1670	2.3026	0.1716	256	relu	xent
46	7	2.3026	0.1593	2.3026	0.1622	256	relu	xent
47	8	2.3026	0.1533	2.3026	0.1573	256	relu	xent
48	9	2.3026	0.1529	2.3025	0.1533	256	relu	xent
49	10	2.3025	0.1470	2.3024	0.1495	256	relu	xent
50	11	2.3023	0.1444	2.3019	0.1501	256	relu	xent
51	12	2.3006	0.1480	2.2978	0.1685	256	relu	xent
52	13	2.2823	0.1607	2.2440	0.1607	256	relu	xent
53	14	2.1664	0.1599	2.1183	0.1585	256	relu	xent
54	15	2.0923	0.1537	2.0761	0.1518	256	relu	xent
55	16	2.0647	0.1524	2.0600	0.1566	256	relu	xent
56	17	2.0463	0.1531	2.0620	0.1561	256	relu	xent
57	18	2.0304	0.1537	2.0601	0.1624	256	relu	xent
58	19	2.0206	0.1534	2.0402	0.1535	256	relu	xent
59	20	2.0098	0.1537	2.0550	0.1518	256	relu	xent
60	1	2.3026	0.1494	2.3026	0.1542	512	relu	xent
61	2	2.3026	0.1562	2.3026	0.1604	512	relu	xent
62	3	2.3026	0.1573	2.3026	0.1548	512	relu	xent
63	4	2.3026	0.1527	2.3026	0.1514	512	relu	xent
64	5	2.3026	0.1492	2.3026	0.1428	512	relu	xent
65	6	2.3026	0.1418	2.3026	0.1413	512	relu	xent
66	7	2.3026	0.1395	2.3026	0.1392	512	relu	xent
67	8	2.3026	0.1378	2.3026	0.1349	512	relu	xent
68	9	2.3026	0.1351	2.3026	0.1319	512	relu	xent
69	10	2.3026	0.1334	2.3026	0.1351	512	relu	xent
70	11	2.3026	0.1341	2.3026	0.1357	512	relu	xent
71	12	2.3025	0.1351	2.3025	0.1417	512	relu	xent
72	13	2.3024	0.1429	2.3021	0.1448	512	relu	xent
73	14	2.3006	0.1444	2.2970	0.1475	512	relu	xent
74	15	2.2664	0.1529	2.2032	0.1566	512	relu	xent
75	16	2.1348	0.1561	2.0919	0.1497	512	relu	xent
76	17	2.0802	0.1509	2.0611	0.1510	512	relu	xent
77	18	2.0524	0.1496	2.0654	0.1546	512	relu	xent
78	19	2.0337	0.1484	2.0525	0.1500	512	relu	xent
79	20	2.0235	0.1532	2.0386	0.1560	512	relu	xent
80	1	2.3026	0.1499	2.3026	0.1588	1024	relu	xent
81	2	2.3026	0.1517	2.3026	0.1566	1024	relu	xent
82	3	2.3026	0.1509	2.3026	0.1539	1024	relu	xent
83	4	2.3026	0.1530	2.3026	0.1499	1024	relu	xent
84	5	2.3026	0.1513	2.3026	0.1425	1024	relu	xent
85	6	2.3026	0.1451	2.3026	0.1371	1024	relu	xent
86	7	2.3026	0.1416	2.3026	0.1365	1024	relu	xent
87	8	2.3026	0.1406	2.3026	0.1360	1024	relu	xent
88	9	2.3026	0.1413	2.3026	0.1368	1024	relu	xent
89	10	2.3026	0.1402	2.3026	0.1398	1024	relu	xent
90	11	2.3025	0.1404	2.3025	0.1404	1024	relu	xent
91	12	2.3024	0.1393	2.3022	0.1401	1024	relu	xent
92	13	2.3007	0.1407	2.2968	0.1491	1024	relu	xent
93	14	2.2601	0.1525	2.1806	0.1598	1024	relu	xent
94	15	2.1247	0.1519	2.1011	0.1529	1024	relu	xent
95	16	2.0785	0.1502	2.0614	0.1505	1024	relu	xent
96	17	2.0554	0.1528	2.0522	0.1520	1024	relu	xent
97	18	2.0418	0.1513	2.0841	0.1570	1024	relu	xent
98	19	2.0338	0.1557	2.0472	0.1523	1024	relu	xent
99	20	2.0216	0.1549	2.0712	0.1585	1024	relu	xent
100	1	2.3026	0.1840	2.3026	0.1776	2048	relu	xent
101	2	2.3026	0.1757	2.3026	0.1713	2048	relu	xent
102	3	2.3026	0.1670	2.3026	0.1673	2048	relu	xent
103	4	2.3026	0.1573	2.3026	0.1557	2048	relu	xent
104	5	2.3026	0.1487	2.3026	0.1479	2048	relu	xent
105	6	2.3026	0.1459	2.3026	0.1430	2048	relu	xent
106	7	2.3025	0.1417	2.3024	0.1439	2048	relu	xent
107	8	2.3016	0.1421	2.2994	0.1475	2048	relu	xent
108	9	2.2741	0.1544	2.2095	0.1565	2048	relu	xent
109	10	2.1452	0.1567	2.1096	0.1624	2048	relu	xent
110	11	2.1077	0.1577	2.0933	0.1587	2048	relu	xent
111	12	2.0954	0.1580	2.0924	0.1479	2048	relu	xent
112	13	2.0341	0.1580	2.0122	0.1682	2048	relu	xent
113	14	2.0192	0.1633	2.0090	0.1571	2048	relu	xent
114	15	2.0157	0.1717	2.0495	0.1606	2048	relu	xent
115	16	2.0191	0.1695	2.0726	0.1683	2048	relu	xent
116	17	2.0135	0.1700	2.0121	0.1717	2048	relu	xent
117	18	2.0253	0.1718	2.0328	0.1744	2048	relu	xent
118	19	2.0142	0.1737	2.0069	0.1725	2048	relu	xent
119	20	2.0163	0.1709	2.0347	0.1683	2048	relu	xent
