	epoch	train_loss	train_acc	test_loss	test_acc	width	nonlin	criterion
0	1	2.3026	0.1569	2.3024	0.1599	64	relu	xent
1	2	2.2320	0.1560	2.1129	0.1530	64	relu	xent
2	3	2.0213	0.1941	1.8532	0.2810	64	relu	xent
3	4	1.7866	0.3243	1.6824	0.3981	64	relu	xent
4	5	1.6315	0.4094	1.5983	0.4308	64	relu	xent
5	6	1.5311	0.4506	1.5127	0.4671	64	relu	xent
6	7	1.4641	0.4798	1.4948	0.4793	64	relu	xent
7	8	1.4126	0.4980	1.4705	0.4821	64	relu	xent
8	9	1.3690	0.5125	1.4560	0.4805	64	relu	xent
9	10	1.3277	0.5272	1.4167	0.4996	64	relu	xent
10	11	1.2961	0.5386	1.4198	0.5062	64	relu	xent
11	12	1.2720	0.5502	1.4368	0.5075	64	relu	xent
12	13	1.2496	0.5575	1.4172	0.4980	64	relu	xent
13	14	1.2183	0.5667	1.4209	0.5088	64	relu	xent
14	15	1.2008	0.5729	1.4268	0.5056	64	relu	xent
15	16	1.1807	0.5812	1.4046	0.5094	64	relu	xent
16	17	1.1617	0.5875	1.4657	0.5015	64	relu	xent
17	18	1.1409	0.5945	1.4476	0.5105	64	relu	xent
18	19	1.1324	0.5960	1.4513	0.5059	64	relu	xent
19	20	1.1138	0.6030	1.4721	0.5092	64	relu	xent
20	1	2.3026	0.1557	2.3026	0.1552	128	relu	xent
21	2	2.2798	0.1503	2.1271	0.1482	128	relu	xent
22	3	2.0950	0.1472	2.0749	0.1510	128	relu	xent
23	4	2.0360	0.1688	1.9464	0.2297	128	relu	xent
24	5	1.9275	0.2515	1.8645	0.2955	128	relu	xent
25	6	1.7888	0.3351	1.6996	0.3689	128	relu	xent
26	7	1.6213	0.4080	1.5645	0.4294	128	relu	xent
27	8	1.4981	0.4607	1.4919	0.4676	128	relu	xent
28	9	1.4229	0.4892	1.4746	0.4702	128	relu	xent
29	10	1.3723	0.5098	1.5538	0.4623	128	relu	xent
30	11	1.3457	0.5199	1.4351	0.4978	128	relu	xent
31	12	1.3002	0.5317	1.3974	0.5050	128	relu	xent
32	13	1.2633	0.5498	1.4384	0.4932	128	relu	xent
33	14	1.2373	0.5594	1.4215	0.5068	128	relu	xent
34	15	1.1983	0.5723	1.3981	0.5052	128	relu	xent
35	16	1.1691	0.5820	1.4120	0.5063	128	relu	xent
36	17	1.1409	0.5940	1.4010	0.5137	128	relu	xent
37	18	1.1134	0.5998	1.4192	0.5122	128	relu	xent
38	19	1.1009	0.6067	1.4486	0.5093	128	relu	xent
39	20	1.0869	0.6109	1.4306	0.5193	128	relu	xent
40	1	2.3026	0.1566	2.3026	0.1642	256	relu	xent
41	2	2.3025	0.1499	2.3022	0.1482	256	relu	xent
42	3	2.2143	0.1563	2.0925	0.1529	256	relu	xent
43	4	2.0453	0.1654	2.0016	0.1813	256	relu	xent
44	5	1.9959	0.1913	1.9614	0.2492	256	relu	xent
45	6	1.9213	0.2564	1.9327	0.2504	256	relu	xent
46	7	1.8631	0.2759	1.8601	0.2805	256	relu	xent
47	8	1.7565	0.3434	1.6608	0.3882	256	relu	xent
48	9	1.6198	0.4054	1.6874	0.3852	256	relu	xent
49	10	1.5950	0.4175	1.5556	0.4345	256	relu	xent
50	11	1.5093	0.4470	1.5090	0.4568	256	relu	xent
51	12	1.4596	0.4649	1.5227	0.4533	256	relu	xent
52	13	1.4545	0.4691	1.7310	0.3708	256	relu	xent
53	14	1.4706	0.4541	1.5549	0.4255	256	relu	xent
54	15	1.4085	0.4858	1.4484	0.4933	256	relu	xent
55	16	1.4326	0.4710	1.5614	0.4243	256	relu	xent
56	17	1.3765	0.5006	1.5541	0.4459	256	relu	xent
57	18	1.4032	0.4816	1.4769	0.4799	256	relu	xent
58	19	1.3333	0.5171	1.5477	0.4617	256	relu	xent
59	20	1.3566	0.5072	1.5782	0.4288	256	relu	xent
60	1	2.3026	0.1487	2.3026	0.1421	512	relu	xent
61	2	2.3026	0.1390	2.3026	0.1409	512	relu	xent
62	3	2.2669	0.1457	2.1219	0.1523	512	relu	xent
63	4	2.1140	0.1562	2.0590	0.1717	512	relu	xent
64	5	2.0506	0.1656	2.0363	0.1720	512	relu	xent
65	6	2.0472	0.1738	2.0600	0.1763	512	relu	xent
66	7	2.0411	0.1916	2.0268	0.2029	512	relu	xent
67	8	1.9752	0.2402	1.9521	0.2557	512	relu	xent
68	9	1.9321	0.2660	1.9477	0.2720	512	relu	xent
69	10	1.8477	0.3020	1.7875	0.3316	512	relu	xent
70	11	1.7508	0.3469	1.7012	0.3797	512	relu	xent
71	12	1.6306	0.4003	1.6309	0.4146	512	relu	xent
72	13	1.5747	0.4216	1.5897	0.4268	512	relu	xent
73	14	1.5389	0.4397	1.5185	0.4526	512	relu	xent
74	15	1.5066	0.4540	1.5080	0.4556	512	relu	xent
75	16	1.5004	0.4550	1.4739	0.4686	512	relu	xent
76	17	1.5171	0.4504	1.6821	0.3661	512	relu	xent
77	18	1.6845	0.3591	1.6380	0.3893	512	relu	xent
78	19	1.5325	0.4389	1.6289	0.4154	512	relu	xent
79	20	1.4820	0.4659	1.5324	0.4534	512	relu	xent
80	1	2.3026	0.1484	2.3026	0.1380	1024	relu	xent
81	2	2.3026	0.1414	2.3025	0.1417	1024	relu	xent
82	3	2.2468	0.1451	2.1546	0.1474	1024	relu	xent
83	4	2.1596	0.1474	2.1195	0.1541	1024	relu	xent
84	5	2.1066	0.1563	2.1274	0.1548	1024	relu	xent
85	6	2.0886	0.1622	2.0681	0.1756	1024	relu	xent
86	7	2.0680	0.1922	2.0382	0.2008	1024	relu	xent
87	8	2.0768	0.1758	2.0534	0.1920	1024	relu	xent
88	9	2.0236	0.2213	2.0060	0.2285	1024	relu	xent
89	10	1.9895	0.2378	1.9737	0.2504	1024	relu	xent
90	11	1.9352	0.2599	1.8944	0.2784	1024	relu	xent
91	12	1.8960	0.2793	1.8600	0.3030	1024	relu	xent
92	13	1.8683	0.3068	1.8782	0.3077	1024	relu	xent
93	14	1.8675	0.2991	1.8045	0.3211	1024	relu	xent
94	15	1.8425	0.3141	1.8074	0.3290	1024	relu	xent
95	16	1.8153	0.3217	1.7967	0.3314	1024	relu	xent
96	17	1.8052	0.3180	1.8587	0.2995	1024	relu	xent
97	18	1.8309	0.3173	1.8496	0.3187	1024	relu	xent
98	19	1.7543	0.3453	1.7678	0.3413	1024	relu	xent
99	20	1.8832	0.2921	2.5135	0.1070	1024	relu	xent
100	1	2.3026	0.1679	2.3026	0.1495	2048	relu	xent
101	2	2.2720	0.1470	2.1821	0.1538	2048	relu	xent
102	3	2.1952	0.1435	2.2059	0.1507	2048	relu	xent
