	epoch	train_loss	train_acc	test_loss	test_acc	width	nonlin	criterion
0	1	2.3026	0.1514	2.3026	0.1587	64	relu	xent
1	2	2.3025	0.1618	2.3024	0.1632	64	relu	xent
2	3	2.2995	0.1520	2.2845	0.1420	64	relu	xent
3	4	2.1471	0.1584	2.0949	0.1604	64	relu	xent
4	5	2.0550	0.1758	2.0161	0.2109	64	relu	xent
5	6	1.9529	0.2398	1.9130	0.2598	64	relu	xent
6	7	1.8970	0.2727	1.8727	0.2925	64	relu	xent
7	8	1.8029	0.3307	1.7297	0.3680	64	relu	xent
8	9	1.6163	0.4098	1.5925	0.4208	64	relu	xent
9	10	1.5231	0.4481	1.5420	0.4450	64	relu	xent
10	11	1.4636	0.4747	1.4979	0.4610	64	relu	xent
11	12	1.4106	0.4946	1.4915	0.4682	64	relu	xent
12	13	1.3695	0.5119	1.4496	0.4875	64	relu	xent
13	14	1.3345	0.5240	1.4404	0.4935	64	relu	xent
14	15	1.3045	0.5341	1.4497	0.4972	64	relu	xent
15	16	1.2713	0.5445	1.4175	0.5061	64	relu	xent
16	17	1.2447	0.5549	1.4440	0.4980	64	relu	xent
17	18	1.2247	0.5622	1.4204	0.4988	64	relu	xent
18	19	1.1995	0.5706	1.4372	0.5016	64	relu	xent
19	20	1.1755	0.5802	1.4610	0.5007	64	relu	xent
20	1	2.3026	0.1622	2.3026	0.1568	128	relu	xent
21	2	2.3026	0.1536	2.3026	0.1580	128	relu	xent
22	3	2.3024	0.1503	2.3018	0.1512	128	relu	xent
23	4	2.2544	0.1441	2.1253	0.1487	128	relu	xent
24	5	2.0980	0.1473	2.0835	0.1521	128	relu	xent
25	6	2.0613	0.1479	2.0522	0.1429	128	relu	xent
26	7	2.0494	0.1438	2.0649	0.1510	128	relu	xent
27	8	2.0631	0.1678	2.0126	0.2071	128	relu	xent
28	9	1.9615	0.2292	1.9176	0.2596	128	relu	xent
29	10	1.9117	0.2672	1.8960	0.2810	128	relu	xent
30	11	1.8323	0.3020	1.8024	0.3196	128	relu	xent
31	12	1.7677	0.3282	1.7598	0.3381	128	relu	xent
32	13	1.7138	0.3656	1.7339	0.3650	128	relu	xent
33	14	1.6786	0.3801	1.7219	0.3753	128	relu	xent
34	15	1.6795	0.3728	1.7131	0.3757	128	relu	xent
35	16	1.6509	0.3861	1.7026	0.3790	128	relu	xent
36	17	1.6201	0.3986	1.7117	0.3694	128	relu	xent
37	18	1.5905	0.4072	1.6975	0.3826	128	relu	xent
38	19	1.5755	0.4096	1.6971	0.3734	128	relu	xent
39	20	1.5560	0.4201	1.6875	0.3761	128	relu	xent
40	1	2.3026	0.1519	2.3026	0.1668	256	relu	xent
41	2	2.3026	0.1630	2.3026	0.1639	256	relu	xent
42	3	2.3026	0.1581	2.3026	0.1569	256	relu	xent
43	4	2.3025	0.1490	2.3022	0.1485	256	relu	xent
44	5	2.2864	0.1522	2.1981	0.1600	256	relu	xent
45	6	2.1176	0.1535	2.0750	0.1519	256	relu	xent
46	7	2.0715	0.1521	2.0709	0.1521	256	relu	xent
47	8	2.0502	0.1521	2.0486	0.1534	256	relu	xent
48	9	2.0358	0.1527	2.0292	0.1604	256	relu	xent
49	10	1.9956	0.2045	1.9727	0.2242	256	relu	xent
50	11	1.9386	0.2257	1.9255	0.2437	256	relu	xent
51	12	1.9169	0.2426	1.9053	0.2441	256	relu	xent
52	13	1.8783	0.2629	1.8993	0.2589	256	relu	xent
53	14	1.8404	0.2781	1.8612	0.2689	256	relu	xent
54	15	1.8010	0.2921	1.8374	0.2947	256	relu	xent
55	16	1.7722	0.3153	1.8345	0.3006	256	relu	xent
56	17	1.7526	0.3226	1.8002	0.3119	256	relu	xent
57	18	1.7088	0.3408	1.8025	0.3206	256	relu	xent
58	19	1.6849	0.3513	1.7405	0.3420	256	relu	xent
59	20	1.6419	0.3662	1.7231	0.3436	256	relu	xent
60	1	2.3026	0.1508	2.3026	0.1583	512	relu	xent
61	2	2.3026	0.1527	2.3026	0.1408	512	relu	xent
62	3	2.3026	0.1391	2.3026	0.1374	512	relu	xent
63	4	2.3026	0.1342	2.3026	0.1353	512	relu	xent
64	5	2.3024	0.1392	2.3015	0.1455	512	relu	xent
65	6	2.2341	0.1529	2.1463	0.1514	512	relu	xent
66	7	2.1022	0.1502	2.0833	0.1544	512	relu	xent
67	8	2.0724	0.1500	2.0668	0.1478	512	relu	xent
68	9	2.0541	0.1474	2.0850	0.1500	512	relu	xent
69	10	2.0403	0.1518	2.0520	0.1491	512	relu	xent
70	11	1.9896	0.1533	2.0029	0.1577	512	relu	xent
71	12	1.9659	0.1672	1.9702	0.1771	512	relu	xent
72	13	1.9480	0.1852	1.9726	0.1811	512	relu	xent
73	14	1.9221	0.2148	1.9733	0.2119	512	relu	xent
74	15	1.8858	0.2364	1.8926	0.2391	512	relu	xent
75	16	1.8416	0.2451	1.8985	0.2307	512	relu	xent
76	17	1.8204	0.2466	1.8853	0.2410	512	relu	xent
77	18	1.8006	0.2603	1.8684	0.2807	512	relu	xent
78	19	1.7646	0.3140	1.8223	0.3091	512	relu	xent
79	20	1.7384	0.3296	1.8381	0.3012	512	relu	xent
80	1	2.3026	0.1495	2.3026	0.1544	1024	relu	xent
81	2	2.3026	0.1514	2.3026	0.1408	1024	relu	xent
82	3	2.3026	0.1401	2.3026	0.1361	1024	relu	xent
