	epoch	train_loss	train_acc	test_loss	test_acc	width	nonlin	criterion
0	1	0.0900	0.1512	2.3026	0.1529	64	relu	mse
1	2	0.0900	0.1530	2.3026	0.1540	64	relu	mse
2	3	0.0900	0.1524	2.3026	0.1539	64	relu	mse
3	4	0.0900	0.1535	2.3026	0.1536	64	relu	mse
4	5	0.0900	0.1531	2.3026	0.1536	64	relu	mse
5	6	0.0900	0.1534	2.3026	0.1533	64	relu	mse
6	7	0.0900	0.1528	2.3026	0.1530	64	relu	mse
7	8	0.0900	0.1531	2.3026	0.1533	64	relu	mse
8	9	0.0900	0.1531	2.3026	0.1528	64	relu	mse
9	10	0.0900	0.1536	2.3026	0.1533	64	relu	mse
10	11	0.0900	0.1520	2.3026	0.1528	64	relu	mse
11	12	0.0900	0.1526	2.3026	0.1530	64	relu	mse
12	13	0.0900	0.1526	2.3026	0.1528	64	relu	mse
13	14	0.0900	0.1529	2.3026	0.1530	64	relu	mse
14	15	0.0900	0.1525	2.3026	0.1537	64	relu	mse
15	16	0.0900	0.1523	2.3026	0.1543	64	relu	mse
16	17	0.0900	0.1539	2.3026	0.1549	64	relu	mse
17	18	0.0900	0.1531	2.3026	0.1545	64	relu	mse
18	19	0.0900	0.1529	2.3026	0.1547	64	relu	mse
19	20	0.0900	0.1533	2.3026	0.1544	64	relu	mse
20	1	0.0900	0.1660	2.3026	0.1699	128	relu	mse
21	2	0.0900	0.1662	2.3026	0.1708	128	relu	mse
22	3	0.0900	0.1656	2.3026	0.1719	128	relu	mse
23	4	0.0900	0.1647	2.3026	0.1696	128	relu	mse
24	5	0.0900	0.1647	2.3026	0.1696	128	relu	mse
25	6	0.0900	0.1670	2.3026	0.1698	128	relu	mse
26	7	0.0900	0.1663	2.3026	0.1698	128	relu	mse
27	8	0.0900	0.1672	2.3026	0.1699	128	relu	mse
28	9	0.0900	0.1652	2.3026	0.1693	128	relu	mse
29	10	0.0900	0.1648	2.3026	0.1697	128	relu	mse
30	11	0.0900	0.1651	2.3026	0.1696	128	relu	mse
31	12	0.0900	0.1655	2.3026	0.1698	128	relu	mse
32	13	0.0900	0.1641	2.3026	0.1692	128	relu	mse
33	14	0.0900	0.1649	2.3026	0.1692	128	relu	mse
34	15	0.0900	0.1652	2.3026	0.1691	128	relu	mse
35	16	0.0900	0.1652	2.3026	0.1695	128	relu	mse
36	17	0.0900	0.1665	2.3026	0.1695	128	relu	mse
37	18	0.0900	0.1655	2.3026	0.1696	128	relu	mse
38	19	0.0900	0.1668	2.3026	0.1695	128	relu	mse
39	20	0.0900	0.1653	2.3026	0.1695	128	relu	mse
40	1	0.0900	0.1454	2.3026	0.1493	256	relu	mse
41	2	0.0900	0.1496	2.3026	0.1514	256	relu	mse
42	3	0.0900	0.1514	2.3026	0.1508	256	relu	mse
43	4	0.0900	0.1506	2.3026	0.1503	256	relu	mse
44	5	0.0900	0.1520	2.3026	0.1526	256	relu	mse
45	6	0.0900	0.1525	2.3026	0.1518	256	relu	mse
46	7	0.0900	0.1526	2.3026	0.1516	256	relu	mse
47	8	0.0900	0.1521	2.3026	0.1515	256	relu	mse
48	9	0.0900	0.1517	2.3026	0.1512	256	relu	mse
49	10	0.0900	0.1513	2.3026	0.1510	256	relu	mse
50	11	0.0900	0.1507	2.3026	0.1511	256	relu	mse
51	12	0.0900	0.1507	2.3026	0.1515	256	relu	mse
52	13	0.0900	0.1502	2.3026	0.1517	256	relu	mse
53	14	0.0900	0.1513	2.3026	0.1515	256	relu	mse
54	15	0.0900	0.1514	2.3026	0.1513	256	relu	mse
55	16	0.0900	0.1502	2.3026	0.1518	256	relu	mse
56	17	0.0900	0.1509	2.3026	0.1515	256	relu	mse
57	18	0.0900	0.1518	2.3026	0.1510	256	relu	mse
58	19	0.0900	0.1511	2.3026	0.1510	256	relu	mse
59	20	0.0900	0.1509	2.3026	0.1507	256	relu	mse
60	1	0.0900	0.1494	2.3026	0.1545	512	relu	mse
61	2	0.0900	0.1575	2.3026	0.1611	512	relu	mse
62	3	0.0900	0.1609	2.3026	0.1624	512	relu	mse
63	4	0.0900	0.1635	2.3026	0.1641	512	relu	mse
64	5	0.0900	0.1642	2.3026	0.1635	512	relu	mse
65	6	0.0900	0.1645	2.3026	0.1635	512	relu	mse
66	7	0.0900	0.1641	2.3026	0.1633	512	relu	mse
67	8	0.0900	0.1635	2.3026	0.1632	512	relu	mse
68	9	0.0900	0.1625	2.3026	0.1648	512	relu	mse
69	10	0.0900	0.1634	2.3026	0.1636	512	relu	mse
70	11	0.0900	0.1625	2.3026	0.1640	512	relu	mse
71	12	0.0900	0.1655	2.3026	0.1648	512	relu	mse
72	13	0.0900	0.1639	2.3026	0.1651	512	relu	mse
73	14	0.0900	0.1647	2.3026	0.1653	512	relu	mse
74	15	0.0900	0.1646	2.3026	0.1648	512	relu	mse
75	16	0.0900	0.1633	2.3026	0.1644	512	relu	mse
76	17	0.0900	0.1638	2.3026	0.1645	512	relu	mse
77	18	0.0900	0.1636	2.3026	0.1644	512	relu	mse
78	19	0.0900	0.1636	2.3026	0.1645	512	relu	mse
79	20	0.0900	0.1628	2.3026	0.1648	512	relu	mse
80	1	0.0900	0.1501	2.3026	0.1592	1024	relu	mse
81	2	0.0900	0.1521	2.3026	0.1592	1024	relu	mse
82	3	0.0900	0.1528	2.3026	0.1585	1024	relu	mse
83	4	0.0900	0.1531	2.3026	0.1577	1024	relu	mse
84	5	0.0900	0.1536	2.3026	0.1586	1024	relu	mse
85	6	0.0900	0.1539	2.3026	0.1578	1024	relu	mse
86	7	0.0900	0.1531	2.3026	0.1583	1024	relu	mse
87	8	0.0900	0.1520	2.3026	0.1584	1024	relu	mse
88	9	0.0900	0.1546	2.3026	0.1583	1024	relu	mse
89	10	0.0900	0.1525	2.3026	0.1583	1024	relu	mse
90	11	0.0900	0.1522	2.3026	0.1576	1024	relu	mse
91	12	0.0900	0.1521	2.3026	0.1579	1024	relu	mse
92	13	0.0900	0.1526	2.3026	0.1578	1024	relu	mse
93	14	0.0900	0.1526	2.3026	0.1578	1024	relu	mse
94	15	0.0900	0.1511	2.3026	0.1580	1024	relu	mse
95	16	0.0900	0.1533	2.3026	0.1580	1024	relu	mse
96	17	0.0900	0.1520	2.3026	0.1576	1024	relu	mse
97	18	0.0900	0.1525	2.3026	0.1576	1024	relu	mse
98	19	0.0900	0.1524	2.3026	0.1577	1024	relu	mse
99	20	0.0900	0.1525	2.3026	0.1575	1024	relu	mse
100	1	0.0900	0.1857	2.3026	0.1845	2048	relu	mse
101	2	0.0900	0.1844	2.3026	0.1864	2048	relu	mse
102	3	0.0900	0.1833	2.3026	0.1875	2048	relu	mse
103	4	0.0900	0.1846	2.3026	0.1872	2048	relu	mse
104	5	0.0900	0.1822	2.3026	0.1870	2048	relu	mse
105	6	0.0900	0.1843	2.3026	0.1868	2048	relu	mse
106	7	0.0900	0.1840	2.3026	0.1866	2048	relu	mse
107	8	0.0900	0.1839	2.3026	0.1866	2048	relu	mse
108	9	0.0900	0.1828	2.3026	0.1861	2048	relu	mse
