	epoch	train_loss	train_acc	test_loss	test_acc	width	nonlin	criterion
46	7	0.0653	0.4835	2.0773	0.4701	256	relu	mse
47	8	0.0629	0.5068	2.0584	0.4792	256	relu	mse
48	9	0.0608	0.5309	2.0528	0.5079	256	relu	mse
49	10	0.0590	0.5480	2.0240	0.5059	256	relu	mse
50	11	0.0575	0.5630	2.0126	0.5139	256	relu	mse
51	12	0.0558	0.5782	2.0227	0.5091	256	relu	mse
52	13	0.0544	0.5938	2.0291	0.5062	256	relu	mse
53	14	0.0532	0.6030	2.0100	0.5201	256	relu	mse
54	15	0.0515	0.6194	2.0002	0.5195	256	relu	mse
55	16	0.0498	0.6316	1.9967	0.5180	256	relu	mse
56	17	0.0489	0.6407	1.9935	0.5252	256	relu	mse
57	18	0.0480	0.6498	1.9898	0.5254	256	relu	mse
58	19	0.0465	0.6620	1.9807	0.5364	256	relu	mse
59	20	0.0455	0.6720	1.9915	0.5270	256	relu	mse
60	1	0.0897	0.1429	2.2718	0.1535	512	relu	mse
61	2	0.0859	0.1696	2.2519	0.2052	512	relu	mse
62	3	0.0837	0.2140	2.2445	0.2146	512	relu	mse
63	4	0.0827	0.2284	2.2209	0.2709	512	relu	mse
64	5	0.0796	0.2824	2.2001	0.2983	512	relu	mse
65	6	0.0776	0.3211	2.1843	0.3383	512	relu	mse
66	7	0.0754	0.3610	2.1537	0.3896	512	relu	mse
67	8	0.0722	0.4075	2.1274	0.4264	512	relu	mse
68	9	0.0695	0.4350	2.1121	0.4309	512	relu	mse
69	10	0.0671	0.4579	2.0913	0.4459	512	relu	mse
70	11	0.0650	0.4911	2.0775	0.4847	512	relu	mse
71	12	0.0627	0.5065	2.0640	0.4790	512	relu	mse
72	13	0.0613	0.5233	2.0531	0.4821	512	relu	mse
73	14	0.0601	0.5348	2.0368	0.4989	512	relu	mse
74	15	0.0581	0.5545	2.0350	0.5179	512	relu	mse
75	16	0.0568	0.5667	2.0357	0.5060	512	relu	mse
76	17	0.0556	0.5781	2.0109	0.5211	512	relu	mse
77	18	0.0539	0.5948	2.0028	0.5255	512	relu	mse
78	19	0.0530	0.6029	2.0184	0.5220	512	relu	mse
79	20	0.0517	0.6151	1.9985	0.5240	512	relu	mse
80	1	0.0896	0.1431	2.2755	0.1584	1024	relu	mse
81	2	0.0864	0.1561	2.2653	0.1678	1024	relu	mse
82	3	0.0858	0.1623	2.2601	0.1693	1024	relu	mse
83	4	0.0857	0.1729	2.2664	0.1637	1024	relu	mse
84	5	0.0846	0.1881	2.2349	0.2168	1024	relu	mse
85	6	0.0837	0.2001	2.2365	0.2035	1024	relu	mse
86	7	0.0836	0.1946	2.2376	0.2093	1024	relu	mse
87	8	0.0827	0.2114	2.2239	0.2446	1024	relu	mse
88	9	0.0809	0.2594	2.2066	0.2814	1024	relu	mse
89	10	0.0785	0.2965	2.1848	0.3123	1024	relu	mse
90	11	0.0762	0.3411	2.1646	0.3732	1024	relu	mse
91	12	0.0741	0.3748	2.1483	0.4067	1024	relu	mse
92	13	0.0721	0.4038	2.1288	0.4135	1024	relu	mse
93	14	0.0688	0.4314	2.1001	0.4387	1024	relu	mse
94	15	0.0683	0.4470	2.1017	0.4125	1024	relu	mse
95	16	0.0664	0.4619	2.0932	0.4635	1024	relu	mse
96	17	0.0658	0.4737	2.0818	0.4717	1024	relu	mse
97	18	0.0634	0.4974	2.0863	0.4546	1024	relu	mse
98	19	0.0620	0.5150	2.0549	0.4856	1024	relu	mse
99	20	0.0647	0.4824	2.0939	0.4432	1024	relu	mse
100	1	0.0888	0.1545	2.2692	0.1631	2048	relu	mse
101	2	0.0862	0.1552	2.2655	0.1711	2048	relu	mse
102	3	0.0861	0.1686	2.2652	0.1650	2048	relu	mse
103	4	0.0863	0.1682	2.2723	0.1533	2048	relu	mse
104	5	0.0857	0.1709	2.2539	0.1795	2048	relu	mse
105	6	0.0856	0.1860	2.2517	0.1970	2048	relu	mse
106	7	0.0844	0.2050	2.2461	0.2200	2048	relu	mse
107	8	0.0829	0.2272	2.2309	0.2231	2048	relu	mse
108	9	0.0827	0.2238	2.2406	0.2331	2048	relu	mse
109	10	0.0826	0.2373	2.2339	0.2407	2048	relu	mse
110	11	0.0817	0.2589	2.2211	0.2747	2048	relu	mse
111	12	0.0810	0.2705	2.2217	0.2792	2048	relu	mse
112	13	0.0802	0.2846	2.2040	0.2954	2048	relu	mse
113	14	0.0807	0.2776	2.2083	0.2935	2048	relu	mse
114	15	0.0789	0.3049	2.1892	0.3153	2048	relu	mse
115	16	0.0772	0.3185	2.1821	0.3276	2048	relu	mse
116	17	0.0782	0.3130	2.1981	0.3170	2048	relu	mse
117	18	0.0787	0.3054	2.2123	0.2764	2048	relu	mse
118	19	0.0775	0.3221	2.1764	0.3342	2048	relu	mse
119	20	0.0779	0.3150	2.1675	0.3449	2048	relu	mse
