	epoch	train_loss	train_acc	test_loss	test_acc	width	nonlin	criterion
97	18	2.2456	0.1445	2.1956	0.1535	1024	relu	xent
98	19	2.1802	0.1690	2.1937	0.1748	1024	relu	xent
99	20	2.0744	0.2317	2.0110	0.2570	1024	relu	xent
100	1	2.0809	0.2248	2.1415	0.1833	2048	relu	xent
101	2	2.0908	0.2015	2.0603	0.2178	2048	relu	xent
102	3	2.0512	0.2195	2.0442	0.2217	2048	relu	xent
103	4	2.0260	0.2257	2.0197	0.2284	2048	relu	xent
104	5	2.0067	0.2352	2.0052	0.2335	2048	relu	xent
105	6	1.9884	0.2423	1.9952	0.2369	2048	relu	xent
106	7	1.9731	0.2474	1.9969	0.2389	2048	relu	xent
107	8	1.9549	0.2537	1.9866	0.2442	2048	relu	xent
108	9	1.9418	0.2573	1.9832	0.2436	2048	relu	xent
109	10	1.9367	0.2580	1.9807	0.2448	2048	relu	xent
110	11	1.9225	0.2652	1.9740	0.2470	2048	relu	xent
111	12	1.9049	0.2692	1.9760	0.2437	2048	relu	xent
112	13	1.8933	0.2741	1.9688	0.2487	2048	relu	xent
113	14	1.8876	0.2764	1.9694	0.2518	2048	relu	xent
114	15	1.8783	0.2818	1.9639	0.2499	2048	relu	xent
115	16	1.8640	0.2835	1.9668	0.2498	2048	relu	xent
116	17	1.8558	0.2902	1.9767	0.2497	2048	relu	xent
117	18	1.8450	0.2924	1.9696	0.2549	2048	relu	xent
118	19	1.8357	0.2964	1.9727	0.2491	2048	relu	xent
119	20	1.8248	0.2996	1.9683	0.2557	2048	relu	xent
