	epoch	train_loss	train_acc	test_loss	test_acc	width	nonlin	criterion
0	1	2.1582	0.1808	1.9680	0.2634	64	relu	xent
1	2	1.8502	0.3216	1.7731	0.3520	64	relu	xent
2	3	1.7183	0.3777	1.6588	0.4158	64	relu	xent
3	4	1.6161	0.4216	1.6080	0.4219	64	relu	xent
4	5	1.5452	0.4488	1.5425	0.4537	64	relu	xent
5	6	1.4800	0.4744	1.5020	0.4639	64	relu	xent
6	7	1.4334	0.4879	1.4888	0.4728	64	relu	xent
7	8	1.3877	0.5048	1.4668	0.4795	64	relu	xent
8	9	1.3515	0.5188	1.4240	0.4979	64	relu	xent
9	10	1.3171	0.5318	1.4333	0.4929	64	relu	xent
10	11	1.2904	0.5404	1.4168	0.5038	64	relu	xent
11	12	1.2581	0.5512	1.4214	0.5074	64	relu	xent
12	13	1.2371	0.5597	1.4148	0.5049	64	relu	xent
13	14	1.2131	0.5657	1.4291	0.5008	64	relu	xent
14	15	1.1910	0.5745	1.4557	0.4985	64	relu	xent
15	16	1.1668	0.5858	1.4335	0.5042	64	relu	xent
16	17	1.1491	0.5875	1.4375	0.5048	64	relu	xent
17	18	1.1299	0.5941	1.4191	0.5124	64	relu	xent
18	19	1.1088	0.6035	1.4491	0.5067	64	relu	xent
19	20	1.0958	0.6044	1.4283	0.5092	64	relu	xent
20	1	2.1960	0.1814	1.9922	0.2441	128	relu	xent
21	2	1.8923	0.2995	1.7529	0.3700	128	relu	xent
22	3	1.7044	0.3882	1.6410	0.4194	128	relu	xent
23	4	1.5846	0.4366	1.5551	0.4450	128	relu	xent
24	5	1.5015	0.4673	1.5045	0.4710	128	relu	xent
25	6	1.4308	0.4925	1.4560	0.4889	128	relu	xent
26	7	1.3748	0.5133	1.4282	0.4938	128	relu	xent
27	8	1.3179	0.5318	1.4077	0.5078	128	relu	xent
28	9	1.2802	0.5432	1.3756	0.5123	128	relu	xent
29	10	1.2381	0.5622	1.3744	0.5116	128	relu	xent
30	11	1.2042	0.5740	1.3805	0.5168	128	relu	xent
31	12	1.1677	0.5839	1.3900	0.5153	128	relu	xent
32	13	1.1371	0.5962	1.3897	0.5217	128	relu	xent
33	14	1.1093	0.6061	1.3768	0.5229	128	relu	xent
34	15	1.0766	0.6182	1.3648	0.5280	128	relu	xent
35	16	1.0464	0.6291	1.3961	0.5265	128	relu	xent
36	17	1.0159	0.6390	1.4023	0.5186	128	relu	xent
37	18	0.9866	0.6481	1.4021	0.5299	128	relu	xent
38	19	0.9606	0.6584	1.4232	0.5336	128	relu	xent
39	20	0.9406	0.6648	1.4262	0.5295	128	relu	xent
40	1	2.1750	0.2023	1.9734	0.2698	256	relu	xent
41	2	1.8564	0.3257	1.7509	0.3698	256	relu	xent
42	3	1.6905	0.3941	1.6144	0.4323	256	relu	xent
43	4	1.5738	0.4416	1.5507	0.4458	256	relu	xent
44	5	1.4913	0.4718	1.4806	0.4725	256	relu	xent
45	6	1.4231	0.4955	1.4346	0.4949	256	relu	xent
46	7	1.3691	0.5140	1.4111	0.4952	256	relu	xent
47	8	1.3133	0.5369	1.3804	0.5115	256	relu	xent
48	9	1.2678	0.5517	1.3712	0.5158	256	relu	xent
49	10	1.2251	0.5670	1.3706	0.5144	256	relu	xent
50	11	1.1844	0.5817	1.3627	0.5294	256	relu	xent
51	12	1.1436	0.5948	1.3709	0.5228	256	relu	xent
52	13	1.1066	0.6118	1.3582	0.5310	256	relu	xent
53	14	1.0666	0.6231	1.3579	0.5358	256	relu	xent
54	15	1.0277	0.6399	1.3767	0.5274	256	relu	xent
55	16	0.9934	0.6499	1.3861	0.5320	256	relu	xent
56	17	0.9668	0.6595	1.3909	0.5387	256	relu	xent
57	18	0.9348	0.6722	1.3836	0.5402	256	relu	xent
58	19	0.8874	0.6868	1.4474	0.5353	256	relu	xent
59	20	0.8716	0.6934	1.4260	0.5396	256	relu	xent
60	1	2.2148	0.1753	2.0820	0.2041	512	relu	xent
61	2	1.9997	0.2623	1.9120	0.3035	512	relu	xent
62	3	1.8953	0.3043	1.8630	0.3240	512	relu	xent
63	4	1.8309	0.3341	1.7746	0.3482	512	relu	xent
64	5	1.7766	0.3528	1.7440	0.3735	512	relu	xent
65	6	1.7393	0.3699	1.7372	0.3657	512	relu	xent
66	7	1.6939	0.3804	1.7095	0.3674	512	relu	xent
67	8	1.6645	0.3944	1.6727	0.3738	512	relu	xent
68	9	1.6341	0.4016	1.6726	0.3915	512	relu	xent
69	10	1.6419	0.4047	1.6596	0.4023	512	relu	xent
70	11	1.5848	0.4284	1.6321	0.4005	512	relu	xent
71	12	1.5647	0.4287	1.6834	0.3946	512	relu	xent
72	13	1.5582	0.4338	1.6775	0.3862	512	relu	xent
73	14	1.5249	0.4433	1.6323	0.4044	512	relu	xent
74	15	1.5131	0.4495	1.6622	0.3890	512	relu	xent
75	16	1.4923	0.4503	1.6327	0.4003	512	relu	xent
76	17	1.4541	0.4594	1.6364	0.4063	512	relu	xent
77	18	1.4852	0.4606	1.6751	0.3959	512	relu	xent
78	19	1.4341	0.4733	1.6455	0.4057	512	relu	xent
79	20	1.4030	0.4780	1.6446	0.4043	512	relu	xent
80	1	2.2059	0.1802	2.0899	0.2156	1024	relu	xent
81	2	2.0034	0.2734	1.9701	0.2715	1024	relu	xent
82	3	1.9059	0.3089	1.8600	0.3312	1024	relu	xent
83	4	1.8387	0.3323	1.8246	0.3401	1024	relu	xent
84	5	1.7956	0.3496	1.7807	0.3476	1024	relu	xent
85	6	1.7470	0.3634	1.7535	0.3658	1024	relu	xent
86	7	1.7269	0.3793	1.7440	0.3703	1024	relu	xent
87	8	1.6909	0.3850	1.7085	0.3674	1024	relu	xent
88	9	1.6765	0.3858	1.6904	0.3776	1024	relu	xent
89	10	1.6391	0.3955	1.6786	0.3880	1024	relu	xent
90	11	1.6227	0.4099	1.6873	0.3909	1024	relu	xent
91	12	1.5994	0.4053	1.6800	0.3902	1024	relu	xent
92	13	1.5711	0.4227	1.6383	0.3951	1024	relu	xent
93	14	1.5427	0.4268	1.6435	0.3952	1024	relu	xent
94	15	1.5300	0.4377	1.6414	0.4046	1024	relu	xent
95	16	1.5071	0.4396	1.6345	0.3921	1024	relu	xent
96	17	1.5102	0.4426	1.6494	0.3995	1024	relu	xent
97	18	1.4733	0.4602	1.6329	0.4101	1024	relu	xent
98	19	1.4462	0.4605	1.6404	0.3852	1024	relu	xent
99	20	1.4452	0.4656	1.6260	0.4064	1024	relu	xent
100	1	2.1670	0.2074	1.9880	0.2571	2048	relu	xent
101	2	1.9346	0.2919	1.8488	0.3357	2048	relu	xent
102	3	1.8315	0.3350	1.8442	0.3112	2048	relu	xent
103	4	1.7448	0.3667	1.7727	0.3507	2048	relu	xent
104	5	1.6926	0.3882	1.5878	0.4382	2048	relu	xent
105	6	1.6777	0.4040	1.7619	0.3603	2048	relu	xent
106	7	1.7016	0.3862	1.6498	0.4065	2048	relu	xent
107	8	1.6360	0.4038	1.7770	0.3519	2048	relu	xent
108	9	1.6400	0.3975	1.6906	0.3727	2048	relu	xent
109	10	1.6050	0.4189	1.6528	0.3977	2048	relu	xent
110	11	1.6326	0.3946	1.6026	0.4158	2048	relu	xent
