	epoch	train_loss	train_acc	test_loss	test_acc	width	nonlin	criterion
105	6	2.1212	0.1914	2.0965	0.2033	2048	relu	xent
106	7	2.0898	0.2063	2.0674	0.2208	2048	relu	xent
107	8	2.0598	0.2248	2.0738	0.2219	2048	relu	xent
108	9	2.0353	0.2383	2.0361	0.2403	2048	relu	xent
109	10	2.0202	0.2481	2.0027	0.2588	2048	relu	xent
110	11	2.0032	0.2566	2.0204	0.2492	2048	relu	xent
111	12	1.9898	0.2637	1.9714	0.2722	2048	relu	xent
112	13	1.9710	0.2702	1.9675	0.2764	2048	relu	xent
113	14	1.9603	0.2794	1.9538	0.2856	2048	relu	xent
114	15	1.9482	0.2860	1.9435	0.2868	2048	relu	xent
115	16	1.9341	0.2912	1.9300	0.2953	2048	relu	xent
116	17	1.9259	0.2934	1.9187	0.2997	2048	relu	xent
117	18	1.9097	0.3026	1.9084	0.3023	2048	relu	xent
118	19	1.9010	0.3061	1.8920	0.3075	2048	relu	xent
119	20	1.8885	0.3105	1.8852	0.3092	2048	relu	xent
