	epoch	train_loss	train_acc	test_loss	test_acc	width	nonlin	criterion
0	1	2.2269	0.1549	2.0655	0.2154	64	relu	xent
1	2	1.9595	0.2656	1.8626	0.3087	64	relu	xent
2	3	1.8035	0.3420	1.7789	0.3468	64	relu	xent
3	4	1.7165	0.3772	1.7013	0.3866	64	relu	xent
4	5	1.6611	0.4030	1.6179	0.4252	64	relu	xent
5	6	1.5852	0.4365	1.6354	0.4124	64	relu	xent
6	7	1.5414	0.4501	1.5710	0.4363	64	relu	xent
7	8	1.4956	0.4664	1.5335	0.4519	64	relu	xent
8	9	1.4537	0.4806	1.5009	0.4683	64	relu	xent
9	10	1.4295	0.4910	1.4984	0.4712	64	relu	xent
10	11	1.3923	0.5040	1.4812	0.4759	64	relu	xent
11	12	1.3659	0.5153	1.4790	0.4734	64	relu	xent
12	13	1.3362	0.5242	1.4676	0.4816	64	relu	xent
13	14	1.3039	0.5372	1.4870	0.4807	64	relu	xent
14	15	1.2781	0.5438	1.4525	0.4846	64	relu	xent
15	16	1.2496	0.5556	1.4420	0.4952	64	relu	xent
16	17	1.2321	0.5619	1.4512	0.4897	64	relu	xent
17	18	1.2123	0.5697	1.4273	0.5060	64	relu	xent
18	19	1.1891	0.5778	1.4365	0.5040	64	relu	xent
19	20	1.1691	0.5853	1.4454	0.4840	64	relu	xent
20	1	2.2594	0.1650	2.1461	0.1959	128	relu	xent
21	2	2.0172	0.2400	1.9357	0.2812	128	relu	xent
22	3	1.8573	0.3179	1.7692	0.3565	128	relu	xent
23	4	1.7257	0.3773	1.6730	0.4032	128	relu	xent
24	5	1.6339	0.4172	1.6112	0.4303	128	relu	xent
25	6	1.5550	0.4478	1.5440	0.4558	128	relu	xent
26	7	1.4959	0.4686	1.4996	0.4705	128	relu	xent
27	8	1.4418	0.4876	1.4551	0.4857	128	relu	xent
28	9	1.3902	0.5054	1.4346	0.4939	128	relu	xent
29	10	1.3437	0.5239	1.4301	0.4944	128	relu	xent
30	11	1.2993	0.5400	1.3977	0.5054	128	relu	xent
31	12	1.2656	0.5487	1.3929	0.5059	128	relu	xent
32	13	1.2297	0.5653	1.3806	0.5160	128	relu	xent
33	14	1.1982	0.5741	1.3951	0.5114	128	relu	xent
34	15	1.1714	0.5837	1.3730	0.5187	128	relu	xent
35	16	1.1422	0.5958	1.3830	0.5174	128	relu	xent
36	17	1.1093	0.6063	1.3619	0.5203	128	relu	xent
37	18	1.0824	0.6160	1.3805	0.5217	128	relu	xent
38	19	1.0508	0.6289	1.3844	0.5244	128	relu	xent
39	20	1.0314	0.6324	1.3828	0.5257	128	relu	xent
40	1	2.2525	0.1835	2.0949	0.2353	256	relu	xent
41	2	1.9718	0.2709	1.8790	0.3147	256	relu	xent
42	3	1.8091	0.3426	1.7467	0.3701	256	relu	xent
43	4	1.6988	0.3900	1.6405	0.4186	256	relu	xent
44	5	1.6115	0.4267	1.5621	0.4471	256	relu	xent
45	6	1.5344	0.4576	1.5118	0.4650	256	relu	xent
46	7	1.4749	0.4787	1.4875	0.4702	256	relu	xent
