	epoch	train_loss	train_acc	test_loss	test_acc	width	nonlin	criterion
0	1	2.0688	0.2244	1.8447	0.3248	64	relu	xent
1	2	1.7487	0.3643	1.6492	0.4161	64	relu	xent
2	3	1.6086	0.4284	1.5716	0.4453	64	relu	xent
3	4	1.5149	0.4630	1.5189	0.4632	64	relu	xent
4	5	1.4517	0.4850	1.4855	0.4747	64	relu	xent
5	6	1.3974	0.5055	1.4540	0.4879	64	relu	xent
6	7	1.3598	0.5152	1.4702	0.4828	64	relu	xent
7	8	1.3193	0.5322	1.4393	0.4916	64	relu	xent
8	9	1.2906	0.5439	1.4134	0.5118	64	relu	xent
9	10	1.2553	0.5558	1.4372	0.5025	64	relu	xent
10	11	1.2322	0.5660	1.4219	0.5013	64	relu	xent
11	12	1.2037	0.5725	1.4127	0.5086	64	relu	xent
12	13	1.1843	0.5785	1.4177	0.5097	64	relu	xent
13	14	1.1571	0.5872	1.4317	0.5060	64	relu	xent
14	15	1.1410	0.5927	1.4443	0.5054	64	relu	xent
15	16	1.1177	0.6029	1.4369	0.5170	64	relu	xent
16	17	1.0979	0.6085	1.4425	0.5090	64	relu	xent
17	18	1.0853	0.6142	1.4408	0.5176	64	relu	xent
18	19	1.0631	0.6212	1.4686	0.5009	64	relu	xent
19	20	1.0555	0.6246	1.4499	0.5133	64	relu	xent
20	1	2.1223	0.2078	1.9218	0.2863	128	relu	xent
21	2	1.8408	0.3190	1.7500	0.3640	128	relu	xent
22	3	1.6883	0.3870	1.6303	0.4176	128	relu	xent
23	4	1.5693	0.4406	1.5436	0.4515	128	relu	xent
24	5	1.4794	0.4706	1.4793	0.4761	128	relu	xent
25	6	1.4209	0.4939	1.4868	0.4697	128	relu	xent
26	7	1.3764	0.5091	1.4119	0.5052	128	relu	xent
27	8	1.3304	0.5258	1.4159	0.5001	128	relu	xent
28	9	1.3007	0.5343	1.4182	0.5049	128	relu	xent
29	10	1.2705	0.5461	1.3992	0.5059	128	relu	xent
30	11	1.2335	0.5601	1.4126	0.4972	128	relu	xent
31	12	1.2137	0.5632	1.4253	0.4996	128	relu	xent
32	13	1.1708	0.5825	1.4081	0.5136	128	relu	xent
33	14	1.1495	0.5866	1.4363	0.5045	128	relu	xent
34	15	1.1279	0.5928	1.4297	0.5073	128	relu	xent
35	16	1.1135	0.6008	1.4334	0.5041	128	relu	xent
36	17	1.0754	0.6130	1.4592	0.5053	128	relu	xent
37	18	1.0507	0.6230	1.5035	0.4865	128	relu	xent
38	19	1.0243	0.6315	1.4896	0.4963	128	relu	xent
39	20	0.9997	0.6386	1.4988	0.5020	128	relu	xent
40	1	2.0988	0.2288	1.9124	0.2988	256	relu	xent
41	2	1.7963	0.3525	1.6774	0.4017	256	relu	xent
42	3	1.6460	0.4106	1.5744	0.4430	256	relu	xent
43	4	1.5370	0.4539	1.5366	0.4451	256	relu	xent
44	5	1.4695	0.4770	1.4668	0.4772	256	relu	xent
45	6	1.4042	0.4996	1.4436	0.4843	256	relu	xent
46	7	1.3520	0.5179	1.4175	0.4949	256	relu	xent
47	8	1.3231	0.5307	1.4587	0.4725	256	relu	xent
48	9	1.2703	0.5480	1.3922	0.4977	256	relu	xent
49	10	1.2291	0.5653	1.3781	0.5129	256	relu	xent
50	11	1.1979	0.5723	1.4255	0.4980	256	relu	xent
51	12	1.1695	0.5840	1.4140	0.5030	256	relu	xent
52	13	1.1372	0.5928	1.3983	0.5143	256	relu	xent
53	14	1.1133	0.6018	1.4454	0.4912	256	relu	xent
54	15	1.0778	0.6132	1.4160	0.5042	256	relu	xent
55	16	1.0298	0.6326	1.4282	0.5169	256	relu	xent
56	17	1.0203	0.6359	1.4391	0.5171	256	relu	xent
57	18	1.0084	0.6389	1.4919	0.4914	256	relu	xent
58	19	0.9756	0.6509	1.4285	0.5169	256	relu	xent
59	20	0.9262	0.6691	1.5701	0.4717	256	relu	xent
60	1	2.1200	0.2118	1.9034	0.3097	512	relu	xent
61	2	1.8165	0.3416	1.8742	0.3297	512	relu	xent
62	3	1.7044	0.3890	1.6868	0.4026	512	relu	xent
63	4	1.5879	0.4320	1.5336	0.4610	512	relu	xent
64	5	1.5328	0.4545	1.6908	0.3963	512	relu	xent
65	6	1.4822	0.4731	1.6233	0.4183	512	relu	xent
66	7	1.4336	0.4859	1.4992	0.4738	512	relu	xent
67	8	1.3652	0.5146	1.5244	0.4613	512	relu	xent
68	9	1.4334	0.4873	1.4973	0.4547	512	relu	xent
69	10	1.4387	0.4787	1.6071	0.4063	512	relu	xent
70	11	1.4402	0.4748	1.4780	0.4814	512	relu	xent
71	12	1.3439	0.5115	1.5415	0.4476	512	relu	xent
72	13	1.2835	0.5340	1.6399	0.3928	512	relu	xent
73	14	1.2804	0.5349	1.5072	0.4622	512	relu	xent
74	15	1.2373	0.5534	1.4939	0.4594	512	relu	xent
75	16	1.1556	0.5875	1.4223	0.5107	512	relu	xent
76	17	1.1460	0.5921	1.5465	0.4626	512	relu	xent
77	18	1.2022	0.5644	1.4029	0.5175	512	relu	xent
78	19	1.0814	0.6124	1.3975	0.5269	512	relu	xent
79	20	1.0189	0.6330	1.4045	0.5238	512	relu	xent
80	1	2.1492	0.2028	1.9896	0.2822	1024	relu	xent
81	2	1.9291	0.3041	1.8821	0.3075	1024	relu	xent
82	3	1.8444	0.3273	1.8224	0.3392	1024	relu	xent
83	4	1.7990	0.3416	1.7490	0.3540	1024	relu	xent
84	5	1.7514	0.3561	1.7309	0.3622	1024	relu	xent
85	6	1.7089	0.3718	1.7126	0.3619	1024	relu	xent
86	7	1.6762	0.3788	1.7009	0.3776	1024	relu	xent
87	8	1.6667	0.3842	1.7370	0.3560	1024	relu	xent
88	9	1.6425	0.3951	1.6615	0.3885	1024	relu	xent
89	10	1.6191	0.4028	1.7116	0.3621	1024	relu	xent
90	11	1.6228	0.3973	1.6782	0.3902	1024	relu	xent
91	12	1.5765	0.4188	1.6638	0.3895	1024	relu	xent
92	13	1.5756	0.4209	1.6817	0.3838	1024	relu	xent
93	14	1.5479	0.4281	1.6678	0.3962	1024	relu	xent
94	15	1.5657	0.4241	1.6717	0.3873	1024	relu	xent
95	16	1.5485	0.4252	1.6786	0.3810	1024	relu	xent
96	17	1.5787	0.4049	1.6446	0.3911	1024	relu	xent
97	18	1.5058	0.4351	1.6234	0.4009	1024	relu	xent
98	19	1.4870	0.4366	1.6619	0.3955	1024	relu	xent
99	20	1.4585	0.4546	1.6283	0.3976	1024	relu	xent
100	1	2.1095	0.2279	1.8927	0.3072	2048	relu	xent
101	2	1.8669	0.3145	1.7696	0.3586	2048	relu	xent
102	3	1.8084	0.3352	1.7617	0.3615	2048	relu	xent
103	4	1.7237	0.3684	1.7202	0.3684	2048	relu	xent
104	5	1.6643	0.3926	1.6090	0.4151	2048	relu	xent
105	6	1.6258	0.4060	1.7391	0.3709	2048	relu	xent
106	7	1.7690	0.3512	1.5850	0.4332	2048	relu	xent
107	8	1.5854	0.4238	1.6684	0.3890	2048	relu	xent
108	9	1.5458	0.4450	1.5619	0.4384	2048	relu	xent
109	10	1.6357	0.4013	1.6390	0.4161	2048	relu	xent
110	11	1.5237	0.4551	1.5882	0.4248	2048	relu	xent
111	12	1.5082	0.4532	1.6168	0.3995	2048	relu	xent
112	13	1.6053	0.4010	1.6605	0.3947	2048	relu	xent
113	14	1.8561	0.3020	2.0075	0.2349	2048	relu	xent
114	15	1.9530	0.2547	1.8463	0.3147	2048	relu	xent
115	16	1.8314	0.3145	1.8359	0.3128	2048	relu	xent
116	17	1.6968	0.3726	1.7168	0.3640	2048	relu	xent
117	18	1.6334	0.3938	1.7120	0.3661	2048	relu	xent
118	19	1.7537	0.3581	1.8359	0.3192	2048	relu	xent
119	20	1.7422	0.3549	1.7362	0.3504	2048	relu	xent
